Constituency_No,Dates_DATE_POLLING,Polling_Stations_Number,Polling_Stations_Average_Electors_per_Station,Polling_Stations_regex_Match,Candidates_Info_NOMINATED_MEN,Candidates_Info_NOMINATED_WOMEN,Candidates_Info_NOMINATED_TOTAL,Candidates_Info_REJECTED_MEN,Candidates_Info_REJECTED_WOMEN,Candidates_Info_REJECTED_TOTAL,Candidates_Info_WITHDRAWN_MEN,Candidates_Info_WITHDRAWN_WOMEN,Candidates_Info_WITHDRAWN_TOTAL,Candidates_Info_CONTESTED_MEN,Candidates_Info_CONTESTED_WOMEN,Candidates_Info_CONTESTED_TOTAL,Candidates_Info_FORFEITED DEPOSIT_MEN,Candidates_Info_FORFEITED DEPOSIT_WOMEN,Candidates_Info_FORFEITED DEPOSIT_TOTAL,Completeness_Candidates_Info_Total_Cells,Completeness_Candidates_Info_NA_Cells,Completeness_Candidates_Info_NA_Proportion,Result_WINNER_PARTY,Result_WINNER_CANDIDATE,Result_WINNER_VOTES,Result_RUNNER-UP_PARTY,Result_RUNNER-UP_CANDIDATE,Result_RUNNER-UP_VOTES,Completeness_Result_Total_Cells,Completeness_Result_NA_Cells,Completeness_Result_NA_Proportion,Electors_Info_GENERAL_MEN,Electors_Info_GENERAL_WOMEN,Electors_Info_GENERAL_TOTAL,Electors_Info_SERVICE_MEN,Electors_Info_SERVICE_WOMEN,Electors_Info_SERVICE_TOTAL,Electors_Info_TOTAL_MEN,Electors_Info_TOTAL_WOMEN,Electors_Info_TOTAL_TOTAL,Completeness_Electors_Info_Total_Cells,Completeness_Electors_Info_NA_Cells,Completeness_Electors_Info_NA_Proportion,Voters_Info_GENERAL_MEN,Voters_Info_GENERAL_WOMEN,Voters_Info_GENERAL_TOTAL,Voters_Info_POSTAL_MEN,Voters_Info_POSTAL_WOMEN,Voters_Info_POSTAL_TOTAL,Voters_Info_TOTAL_MEN,Voters_Info_TOTAL_WOMEN,Voters_Info_TOTAL_TOTAL,Completeness_Voters_Info_Total_Cells,Completeness_Voters_Info_NA_Cells,Completeness_Voters_Info_NA_Proportion,Votes_Info_POLLED_VALUE,Votes_Info_VALID_VALUE,Votes_Info_REJECTED_VALUE,Votes_Info_MISSING_VALUE,Votes_Info_TENDERED_VALUE,Completeness_Votes_Info_Total_Cells,Completeness_Votes_Info_NA_Cells,Completeness_Votes_Info_NA_Proportion,Year,Election_Type,Dates_DATE_COUNTING,Dates_DATE_DECLARATION OF RESULT,Voters_Info_PROXY_MEN,Voters_Info_PROXY_WOMEN,Voters_Info_PROXY_TOTAL,Votes_Info_VOTES NOT RETREIVED FROM EVM_VALUE,Candidates_Info_NOMINATION FILED_OTHERS,Candidates_Info_NOMINATION REJECTED_OTHERS,Candidates_Info_WITHDRAWN_OTHERS,Candidates_Info_CONTESTED_OTHERS,Candidates_Info_FORFEITED DEPOSIT_OTHERS,Electors_Info_GENERAL_OTHERS,Electors_Info_SERVICE_OTHERS,Electors_Info_TOTAL_OTHERS,Voters_Info_GENERAL_OTHERS,Voters_Info_PROXY_OTHERS,Voters_Info_POSTAL_OTHERS,Voters_Info_TOTAL_OTHERS,Votes_Info_VOTES NOT RETREIVED_VALUE
27,-1,24,820,True,9.0,0.0,9.0,3.0,0.0,3.0,5,0,5,1,0,1,0,0,0,20,0,0.0,INC,ALEIXO SEQUEIRA,-1.0,,,,4,0,0.0,9698,9991,19689,1,0,1,9699,9991,19690,12,0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,10,0,0.0,1999,AE,,,,,,,,,,,,,,,,,,,
16,04-06-1999,21,824,True,8.0,1.0,9.0,2.0,0.0,2.0,1,0,1,5,1,6,3,0,3,20,0,0.0,BJP,FADTE PRAKASH JAGNNATH,3420.0,INC,CHOPDEKAR MURARI SAMBHA,2582.0,8,0,0.0,8783,8526,17309,1,0,1,8784,8526,17310,12,0,0.0,6779,5758,12537,44,9,53,6823,5767,12590,12,0,0.0,12590.0,12590.0,0.0,0.0,0.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
17,04-06-1999,27,835,True,7.0,0.0,7.0,3.0,0.0,3.0,0,0,0,4,0,4,1,0,1,20,0,0.0,BJP,AMONKAR SURESH KUSO,7156.0,INC,GAWAS GURUDAS PRABHAKAR,4805.0,8,0,0.0,11714,10821,22535,5,1,6,11719,10822,22541,12,0,0.0,8770,7258,16028,74,10,84,8844,7268,16112,12,0,0.0,16112.0,16112.0,0.0,0.0,0.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
28,04-06-1999,28,756,True,7.0,0.0,7.0,2.0,0.0,2.0,0,0,0,5,0,5,3,0,3,20,0,0.0,INC,ALEMAO CHURCHIL BRAZ,8625.0,UGDP,RADHARAO SOCRATES GRACIAS,3788.0,8,0,0.0,10431,10739,21170,0,0,0,10431,10739,21170,12,0,0.0,6044,6842,12886,21,10,31,6065,6852,12917,12,0,0.0,12917.0,12912.0,5.0,0.0,36.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
19,04-06-1999,21,736,True,11.0,0.0,11.0,2.0,0.0,2.0,3,0,3,6,0,6,3,0,3,20,0,0.0,INC,DESSAI VENKATESH ATMARAM,4177.0,BJP,HALDANKAR NARHARI TUKARAM,3323.0,8,0,0.0,7867,7582,15449,0,0,0,7867,7582,15449,12,0,0.0,5978,4924,10902,68,18,86,6046,4942,10988,12,0,0.0,10988.0,10988.0,0.0,0.0,0.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
18,04-06-1999,29,687,True,8.0,0.0,8.0,3.0,0.0,3.0,1,0,1,4,0,4,1,0,1,20,0,0.0,INC,RANE PRATAPSINGH RAOJI,7865.0,MAG,DESAI SANTOBA KRISHNARAO,3407.0,8,0,0.0,10247,9664,19911,1,0,1,10248,9664,19912,12,0,0.0,7896,6851,14747,73,39,112,7969,6890,14859,12,0,0.0,14859.0,14858.0,1.0,0.0,0.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
29,04-06-1999,30,903,True,10.0,0.0,10.0,3.0,0.0,3.0,3,0,3,4,0,4,2,0,2,20,0,0.0,INC,CARDOZ LUIS ALEX FLORENCE,7164.0,BJP,ENG. ASHOK TUKARAM KORGAONKAR,4421.0,8,0,0.0,13640,13444,27084,0,0,0,13640,13444,27084,12,0,0.0,7599,7244,14843,152,19,171,7751,7263,15014,12,0,0.0,15014.0,14999.0,15.0,0.0,18.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
31,04-06-1999,27,814,True,8.0,0.0,8.0,1.0,0.0,1.0,4,0,4,3,0,3,2,0,2,20,0,0.0,INC,SARDINHA FRANCISCO CAITANO,10843.0,IND,GAUNKAR ANTONIO DAMIAO,1293.0,8,0,0.0,11173,10794,21967,0,0,0,11173,10794,21967,12,0,0.0,6395,6516,12911,38,15,53,6433,6531,12964,12,0,0.0,12964.0,12961.0,3.0,0.0,4.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
32,04-06-1999,37,767,True,9.0,0.0,9.0,2.0,0.0,2.0,2,0,2,5,0,5,4,0,4,20,0,0.0,INC,FALEIRO LUIZINHO,12054.0,BJP,SHEIKH JINA NABI,2293.0,8,0,0.0,14362,14003,28365,3,0,3,14365,14003,28368,12,0,0.0,7794,8147,15941,29,7,36,7823,8154,15977,12,0,0.0,15977.0,15970.0,7.0,0.0,8.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
33,04-06-1999,27,743,True,7.0,0.0,7.0,2.0,0.0,2.0,1,0,1,4,0,4,2,0,2,20,0,0.0,INC,FILPE NERI RODRIGUES,7829.0,GRCP,FERNANDES MANU JOSE G.,2557.0,8,0,0.0,9707,10345,20052,0,0,0,9707,10345,20052,12,0,0.0,5125,6754,11879,14,5,19,5139,6759,11898,12,0,0.0,11898.0,11892.0,6.0,0.0,1.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
34,04-06-1999,31,710,True,7.0,0.0,7.0,1.0,0.0,1.0,0,0,0,6,0,6,4,0,4,20,0,0.0,INC,ARECIO AGAPITO D SOUZA,5481.0,BJP,D SILVA JULIO TEODOMIRO,3267.0,8,0,0.0,10894,11128,22022,0,0,0,10894,11128,22022,12,0,0.0,5856,6571,12427,36,23,59,5892,6594,12486,12,0,0.0,12486.0,12476.0,10.0,0.0,4.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
35,04-06-1999,33,712,True,10.0,0.0,10.0,2.0,0.0,2.0,0,0,0,8,0,8,5,0,5,20,0,0.0,BJP,TENDULKAR VINAY DENU,4600.0,INC,GAONKAR GANESH CHANDRU,3924.0,8,0,0.0,12037,11457,23494,1,0,1,12038,11457,23495,12,0,0.0,8520,7151,15671,44,4,48,8564,7155,15719,12,0,0.0,15719.0,15713.0,6.0,0.0,1.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
36,04-06-1999,28,633,True,10.0,0.0,10.0,3.0,0.0,3.0,2,0,2,5,0,5,2,0,2,20,0,0.0,BJP,GAONKAR PRABHAKAR PANDURANG,3498.0,INC,DESSAI SATYAVAN BHADRU,2711.0,8,0,0.0,8834,8878,17712,0,0,0,8834,8878,17712,12,0,0.0,6247,5815,12062,108,10,118,6355,5825,12180,12,0,0.0,12180.0,12150.0,30.0,0.0,2.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
37,04-06-1999,32,766,True,8.0,0.0,8.0,3.0,0.0,3.0,0,0,0,5,0,5,3,0,3,20,0,0.0,BJP,ADV. DESSAI RAMRAO GHANASHAM,7640.0,INC,DOMNICK FERNANDES,7271.0,8,0,0.0,12383,12116,24499,0,0,0,12383,12116,24499,12,0,0.0,8293,7872,16165,129,30,159,8422,7902,16324,12,0,0.0,16324.0,16274.0,50.0,0.0,9.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
38,04-06-1999,33,701,True,8.0,0.0,8.0,2.0,0.0,2.0,2,0,2,4,0,4,1,0,1,20,0,0.0,MAG,PRAKASH S. VELIP,5648.0,INC,RAUL ROCKY PEREIRA,5509.0,8,0,0.0,11414,11729,23143,0,0,0,11414,11729,23143,12,0,0.0,8070,7293,15363,58,10,68,8128,7303,15431,12,0,0.0,15431.0,15422.0,9.0,0.0,9.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
30,04-06-1999,29,845,True,7.0,0.0,7.0,1.0,0.0,1.0,1,0,1,5,0,5,3,0,3,20,0,0.0,BJP,KAMAT DIGAMBER VASANT,7549.0,INC,M. K. SHAIKH,4272.0,8,0,0.0,12608,11891,24499,1,0,1,12609,11891,24500,12,0,0.0,6961,5916,12877,37,6,43,6998,5922,12920,12,0,0.0,12920.0,12916.0,4.0,0.0,36.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
40,04-06-1999,21,673,True,7.0,0.0,7.0,2.0,0.0,2.0,1,0,1,4,0,4,1,0,1,20,0,0.0,IND,FERNANDES ISIDORE DIGO,4860.0,MAG,ACHARYA GOVIND RAGHUCHANDRA,3201.0,8,0,0.0,7126,7007,14133,1,0,1,7127,7007,14134,12,0,0.0,5368,5349,10717,70,13,83,5438,5362,10800,12,0,0.0,10800.0,10791.0,9.0,0.0,5.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
26,04-06-1999,33,855,True,7.0,1.0,8.0,1.0,0.0,1.0,2,0,2,4,1,5,2,1,3,20,0,0.0,INC,GODINHO MAUVIN HELIODORO,7230.0,UGDP,DOURADO HERCULANO T.,6129.0,8,0,0.0,14424,13778,28202,10,7,17,14434,13785,28219,12,0,0.0,8933,8652,17585,15,10,25,8948,8662,17610,12,0,0.0,17610.0,17609.0,1.0,0.0,0.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
25,04-06-1999,34,974,True,10.0,1.0,11.0,1.0,0.0,1.0,3,1,4,6,0,6,3,0,3,20,0,0.0,UGDP,D SOUZA JOSE PHILIPS DOMINGO,5691.0,BJP,ARLEKAR RAJENDRA VISHWANATH,4183.0,8,0,0.0,17894,15146,33040,49,38,87,17943,15184,33127,12,0,0.0,9562,7579,17141,40,10,50,9602,7589,17191,12,0,0.0,17191.0,17188.0,3.0,0.0,0.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
24,04-06-1999,33,920,True,9.0,2.0,11.0,1.0,0.0,1.0,1,0,1,7,2,9,6,1,7,20,0,0.0,INC,SHAIKH HASSAN HAROON,4721.0,BJP,KOCHAREKAR ARCHANA KISHOR,3698.0,8,0,0.0,16509,13854,30363,4,1,5,16513,13855,30368,12,0,0.0,9200,6665,15865,40,20,60,9240,6685,15925,12,0,0.0,15925.0,15921.0,4.0,0.0,0.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
23,04-06-1999,32,696,True,10.0,1.0,11.0,5.0,0.0,5.0,2,1,3,3,0,3,1,0,1,20,0,0.0,INC,SHIRODKAR SUBHASH ANKUSH,9548.0,BJP,NAIK MANOHAR GOPAL,6339.0,8,0,0.0,11088,11186,22274,1,0,1,11089,11186,22275,12,0,0.0,8722,8105,16827,64,7,71,8786,8112,16898,12,0,0.0,16898.0,16882.0,16.0,0.0,3.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
22,04-06-1999,31,733,True,6.0,0.0,6.0,3.0,0.0,3.0,0,0,0,3,0,3,0,0,0,20,0,0.0,MAG,DHAVALIKAR RAMKRISHNA ALIAS SUDIN MADHAV,6537.0,BJP,NAIK SHRIPAD YASSO,5843.0,12,3,25.0,11626,11110,22736,0,0,0,11626,11110,22736,12,0,0.0,8928,7773,16701,115,20,135,9043,7793,16836,12,0,0.0,16836.0,16789.0,47.0,0.0,1.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
21,04-06-1999,36,670,True,8.0,0.0,8.0,3.0,0.0,3.0,0,0,0,5,0,5,2,0,2,20,0,0.0,BJP,SATARKAR VISHWAS RAMNATH,6563.0,MAG,JALMI DR. KASHINATH GOVIND,4593.0,8,0,0.0,12345,11762,24107,0,0,0,12345,11762,24107,12,0,0.0,9547,7983,17530,92,8,100,9639,7991,17630,12,0,0.0,17630.0,17600.0,30.0,0.0,3.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
39,04-06-1999,24,729,True,7.0,0.0,7.0,2.0,0.0,2.0,0,0,0,5,0,5,2,0,2,20,0,0.0,INC,BANDEKAR SANJAY VIMAL,4849.0,BJP,PAI KHOT VIJAY ANANDRAO,4678.0,8,0,0.0,8944,8550,17494,2,0,2,8946,8550,17496,12,0,0.0,6995,5825,12820,143,32,175,7138,5857,12995,12,0,0.0,12995.0,12976.0,19.0,0.0,2.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
20,04-06-1999,36,798,True,12.0,0.0,12.0,3.0,0.0,3.0,0,0,0,9,0,9,7,0,7,20,0,0.0,INC,NAIK RAVI SITARAM,9349.0,BJP,KHEDEKAR YESHWANT UTTAM,5313.0,8,0,0.0,15218,13512,28730,0,0,0,15218,13512,28730,12,0,0.0,10469,8591,19060,157,27,184,10626,8618,19244,12,0,0.0,19244.0,19190.0,54.0,0.0,4.0,10,0,0.0,1999,AE,06-06-1999,06-06-1999,,,,,,,,,,,,,,,,,
18,30-05-2002,29,732,True,5.0,0.0,5.0,1.0,0.0,1.0,1,0,1,3,0,3,1,0,1,20,0,0.0,INC,RANE PRATAPSING RAOJI,9126.0,BJP,SANTOBA KRISHNARAO DESSAI,6557.0,8,0,0.0,10822,10390,21212,5,0,5,10827,10390,21217,12,0,0.0,8865,7341,16206,118,54,172,8983,7395,16378,12,0,0.0,16378.0,16360.0,18.0,,1.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
17,30-05-2002,28,797,True,8.0,0.0,8.0,2.0,0.0,2.0,2,0,2,4,0,4,2,0,2,20,0,0.0,BJP,AMONKAR SURESH KUSO,8519.0,INC,GAWAS GURUDAS PRABHAKAR,6965.0,8,0,0.0,11459,10860,22319,2,0,2,11461,10860,22321,12,0,0.0,9059,7928,16987,90,32,122,9149,7960,17109,12,0,0.0,17109.0,17093.0,16.0,,0.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
16,30-05-2002,21,883,True,4.0,2.0,6.0,1.0,0.0,1.0,0,0,0,3,2,5,1,2,3,20,0,0.0,INC,PRABHU ZANTYE HARISH NARAYAN,6430.0,BJP,PRAKASH J. FADTE,4474.0,8,0,0.0,9356,9196,18552,0,0,0,9356,9196,18552,12,0,0.0,7109,6128,13237,84,26,110,7193,6154,13347,12,0,0.0,13347.0,13335.0,12.0,,2.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
15,30-05-2002,28,753,True,5.0,0.0,5.0,1.0,0.0,1.0,0,0,0,4,0,4,2,0,2,20,0,0.0,BJP,PATNEKAR RAJESH TULSHIDAS,8960.0,MAG,RAUT PANDURANG DATTARAM,6400.0,8,0,0.0,10828,10259,21087,3,0,3,10831,10259,21090,12,0,0.0,8560,7789,16349,144,25,169,8704,7814,16518,12,0,0.0,16518.0,16508.0,10.0,,3.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
14,30-05-2002,33,778,True,6.0,1.0,7.0,2.0,0.0,2.0,0,0,0,4,1,5,2,0,2,20,0,0.0,MAG,MADAKAIKAR PANDURANG,6546.0,INC,SAWANT NIRMALA PRABHAKAR,5938.0,8,0,0.0,12849,12830,25679,0,0,0,12849,12830,25679,12,0,0.0,8766,8610,17376,51,4,55,8817,8614,17431,12,0,0.0,17431.0,17420.0,11.0,,4.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
13,30-05-2002,27,822,True,7.0,1.0,8.0,1.0,1.0,2.0,1,0,1,5,0,5,2,0,2,20,0,0.0,INC,SILVEIRA FRANCIS MANUEL,6982.0,NCP,PEGADO CARMO RAFAEL ANDRE JOSE,4196.0,8,0,0.0,11094,11113,22207,0,0,0,11094,11113,22207,12,0,0.0,7893,7731,15624,33,2,35,7926,7733,15659,12,0,0.0,15659.0,15654.0,5.0,,4.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
12,30-05-2002,31,834,True,10.0,2.0,12.0,1.0,0.0,1.0,0,0,0,9,2,11,8,1,9,20,0,0.0,INC,FERNANDES VICTORIA ROMEO,6658.0,BJP,ANIL ROGHUVIR HOBLE,6618.0,8,0,0.0,12982,12876,25858,0,0,0,12982,12876,25858,12,0,0.0,8581,7943,16524,74,9,83,8655,7952,16607,12,0,0.0,16607.0,16591.0,16.0,,3.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
8,30-05-2002,21,1002,True,10.0,0.0,10.0,1.0,0.0,1.0,2,0,2,7,0,7,4,0,4,20,0,0.0,NCP,D' SOUZA WILFRED,4263.0,INC,D' MELLO TREJANO AGRICIO,3537.0,8,0,0.0,10269,10779,21048,3,0,3,10272,10779,21051,12,0,0.0,7316,7485,14801,69,3,72,7385,7488,14873,12,0,0.0,14873.0,14859.0,14.0,,2.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
10,30-05-2002,22,708,True,5.0,0.0,5.0,1.0,0.0,1.0,0,0,0,4,0,4,2,0,2,20,0,0.0,BJP,PRABHU PARRIKAR MANOHAR GOPALKRISHNA,5700.0,INC,SILIMKHAN RAMESH,4408.0,8,0,0.0,7873,7708,15581,0,0,0,7873,7708,15581,12,0,0.0,5125,5040,10165,97,12,109,5222,5052,10274,12,0,0.0,10274.0,10255.0,19.0,,3.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
9,30-05-2002,32,935,True,6.0,0.0,6.0,1.0,0.0,1.0,0,0,0,5,0,5,3,0,3,20,0,0.0,INC,NARVEKAR DAYANAND GANESH,9957.0,BJP,ASNODKAR ULHAS GOPAL,7944.0,8,0,0.0,14815,15083,29898,9,5,14,14824,15088,29912,12,0,0.0,9792,9694,19486,158,13,171,9950,9707,19657,12,0,0.0,19657.0,19626.0,31.0,,1.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
7,30-05-2002,27,984,True,7.0,0.0,7.0,1.0,0.0,1.0,0,0,0,6,0,6,4,0,4,20,0,0.0,INC,FERNANDES AGNELO,9711.0,BJP,SURESH VISHWANATH PARULEKAR,7641.0,8,0,0.0,13236,13309,26545,20,15,35,13256,13324,26580,12,0,0.0,9063,9110,18173,44,3,47,9107,9113,18220,12,0,0.0,18220.0,18212.0,8.0,,4.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
6,30-05-2002,29,861,True,11.0,0.0,11.0,1.0,0.0,1.0,0,0,0,10,0,10,7,0,7,20,0,0.0,BJP,MANDREKAR DAYANAND RAYU,7152.0,INC,FERNANDES FRANCIS GREGORIO,5245.0,8,0,0.0,12333,12623,24956,5,0,5,12338,12623,24961,12,0,0.0,8819,8757,17576,101,5,106,8920,8762,17682,12,0,0.0,17682.0,17663.0,19.0,,5.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
5,30-05-2002,26,997,True,7.0,0.0,7.0,1.0,0.0,1.0,1,0,1,5,0,5,3,0,3,20,0,0.0,BJP,FRANCIS PEDRO D'SOUZA,8378.0,INC,BRAGANZA ARMINDO JOSE,6271.0,8,0,0.0,13146,12778,25924,1,0,1,13147,12778,25925,12,0,0.0,8266,7710,15976,78,11,89,8344,7721,16065,12,0,0.0,16065.0,16056.0,9.0,,10.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
4,30-05-2002,27,947,True,6.0,0.0,6.0,2.0,0.0,2.0,0,0,0,4,0,4,1,0,1,20,0,0.0,BJP,SHET SADANAND MHALU,6961.0,NCP,NILKANTH RAMNATH HALARNKAR,6440.0,8,0,0.0,12707,12856,25563,6,1,7,12713,12857,25570,12,0,0.0,9116,8922,18038,86,26,112,9202,8948,18150,12,0,0.0,18150.0,18137.0,13.0,,1.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
3,30-05-2002,21,746,True,4.0,0.0,4.0,1.0,0.0,1.0,0,0,0,3,0,3,1,0,1,20,0,0.0,BJP,AZGAONKAR MANOHAR TRIMBAK,8467.0,INC,DHARGALKAR BALKRISHNA ATMARAM,2705.0,8,0,0.0,8072,7586,15658,10,4,14,8082,7590,15672,12,0,0.0,6070,5235,11305,92,40,132,6162,5275,11437,12,0,0.0,11437.0,11430.0,7.0,,5.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
19,30-05-2002,21,766,True,4.0,0.0,4.0,1.0,0.0,1.0,0,0,0,3,0,3,1,0,1,20,0,0.0,BJP,HALDANKAR NARAHARI TUKARAM,6137.0,INC,DESSAI VENKATESH ATMARAM,5785.0,8,0,0.0,8093,7983,16076,3,0,3,8096,7983,16079,12,0,0.0,6452,5823,12275,99,35,134,6551,5858,12409,12,0,0.0,12409.0,12388.0,21.0,,0.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
11,30-05-2002,24,1062,True,9.0,1.0,10.0,1.0,1.0,2.0,2,0,2,6,0,6,3,0,3,20,0,0.0,UGDP,ATANASIO MONSERRATE(BABUSH),7237.0,INC,ZUWARKAR SOMNATH DATTA,4976.0,8,0,0.0,12791,12707,25498,1,0,1,12792,12707,25499,12,0,0.0,8692,8333,17025,82,11,93,8774,8344,17118,12,0,0.0,17118.0,17103.0,15.0,,6.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
20,30-05-2002,36,879,True,12.0,0.0,12.0,1.0,0.0,1.0,3,0,3,8,0,8,6,0,6,20,0,0.0,INC,NAIK RAVI SITARAM,10745.0,BJP,NAIK SHRIPAD YASSO,9425.0,8,0,0.0,16552,15099,31651,0,0,0,16552,15099,31651,12,0,0.0,11344,9866,21210,163,55,218,11507,9921,21428,12,0,0.0,21428.0,21368.0,60.0,,1.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
30,30-05-2002,29,817,True,6.0,1.0,7.0,3.0,0.0,3.0,0,0,0,3,1,4,1,1,2,20,0,0.0,BJP,KAMAT DIGAMBAR VASANT,8525.0,INC,CHODANKAR GIRISH RAYA,3781.0,8,0,0.0,12059,11630,23689,1,0,1,12060,11630,23690,12,0,0.0,6814,6174,12988,54,5,59,6868,6179,13047,12,0,0.0,13047.0,13042.0,2.0,,5.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
22,30-05-2002,31,771,True,7.0,0.0,7.0,3.0,0.0,3.0,0,0,0,4,0,4,2,0,2,20,0,0.0,MAG,DHAVALIKAR RAMKRISHNA ALIAS SUDIN MADHAV,11587.0,BJP,NAIK SANTOSH MAHANANDU,3737.0,12,3,25.0,12100,11788,23888,3,0,3,12103,11788,23891,12,0,0.0,9485,8519,18004,128,60,188,9613,8579,18192,12,0,0.0,18192.0,18131.0,61.0,,0.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
2,30-05-2002,24,759,True,6.0,0.0,6.0,1.0,0.0,1.0,0,0,0,5,0,5,2,0,2,20,0,0.0,INC,DESHPRABHU JITENDRA RAGHURAJ,6778.0,BJP,DAYANAND RAGHUNATH SOPATE,4449.0,8,0,0.0,9321,8897,18218,4,1,5,9325,8898,18223,12,0,0.0,7309,6618,13927,82,60,142,7391,6678,14069,12,0,0.0,14069.0,14042.0,27.0,,0.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
38,30-05-2002,33,786,True,11.0,1.0,12.0,2.0,0.0,2.0,3,0,3,6,1,7,4,1,5,20,0,0.0,INC,CHANDRAKANT RAGHU KALEKAR,8913.0,BJP,PRAKASH SHANKAR VELIP,7058.0,8,0,0.0,13101,12826,25927,0,0,0,13101,12826,25927,12,0,0.0,9720,9086,18806,150,5,155,9870,9091,18961,12,0,0.0,18961.0,18949.0,12.0,,0.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
37,30-05-2002,32,784,True,7.0,0.0,7.0,1.0,0.0,1.0,1,0,1,5,0,5,3,0,3,20,0,0.0,BJP,ADV. DESSAI RAMRAO GHANASHYAM,9806.0,INC,DOMNICK FERNANDES,8027.0,8,0,0.0,12649,12450,25099,2,0,2,12651,12450,25101,12,0,0.0,9221,8942,18163,207,45,252,9428,8987,18415,12,0,0.0,18415.0,18401.0,14.0,,4.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
